"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.819769408E1,-2.295000106E-2,4.695000127E-2,9.280050278E0,9.280197420E0
2.820018977E1,-3.000000026E-3,2.805000171E-2,9.261000633E0,9.261043598E0
2.820268546E1,-2.295000106E-2,4.695000127E-2,9.280050278E0,9.280197420E0
2.820518188E1,-3.000000026E-3,2.805000171E-2,9.261000633E0,9.261043598E0
2.820767831E1,-2.295000106E-2,4.695000127E-2,9.280050278E0,9.280197420E0
2.821017481E1,-3.000000026E-3,2.805000171E-2,9.261000633E0,9.261043598E0
2.821267131E1,-2.295000106E-2,4.695000127E-2,9.280050278E0,9.280197420E0
2.821516700E1,-3.000000026E-3,2.805000171E-2,9.261000633E0,9.261043598E0
2.821766269E1,-2.295000106E-2,4.695000127E-2,9.280050278E0,9.280197420E0
2.822016039E1,-3.000000026E-3,2.805000171E-2,9.261000633E0,9.261043598E0
2.822265808E1,-2.295000106E-2,4.695000127E-2,9.280050278E0,9.280197420E0
2.822515547E1,-3.000000026E-3,2.805000171E-2,9.261000633E0,9.261043598E0
2.822765285E1,-2.295000106E-2,4.695000127E-2,9.280050278E0,9.280197420E0
2.823014731E1,-3.000000026E-3,2.805000171E-2,9.261000633E0,9.261043598E0
2.823264178E1,-2.295000106E-2,4.695000127E-2,9.280050278E0,9.280197420E0
2.823513805E1,-3.000000026E-3,2.805000171E-2,9.261000633E0,9.261043598E0
2.823763432E1,-2.295000106E-2,4.695000127E-2,9.280050278E0,9.280197420E0
2.824012897E1,-3.000000026E-3,2.805000171E-2,9.261000633E0,9.261043598E0
2.824262362E1,-2.295000106E-2,4.695000127E-2,9.280050278E0,9.280197420E0
2.824511901E1,-3.000000026E-3,2.805000171E-2,9.261000633E0,9.261043598E0
2.824761439E1,-2.295000106E-2,4.695000127E-2,9.280050278E0,9.280197420E0
2.825010959E1,-3.000000026E-3,2.805000171E-2,9.261000633E0,9.261043598E0
2.825260478E1,-2.295000106E-2,4.695000127E-2,9.280050278E0,9.280197420E0
2.825509986E1,-2.295000106E-2,2.805000171E-2,9.261000633E0,9.261071549E0
2.825759494E1,-4.200000316E-2,4.695000127E-2,9.280050278E0,9.280264084E0
2.826009160E1,-4.200000316E-2,2.805000171E-2,9.261000633E0,9.261138350E0
2.826258825E1,-6.105000153E-2,4.695000127E-2,9.280050278E0,9.280369851E0
2.826508317E1,-2.295000106E-2,2.805000171E-2,9.261000633E0,9.261071549E0
2.826757810E1,-4.200000316E-2,4.695000127E-2,9.280050278E0,9.280264084E0
2.827007345E1,-3.000000026E-3,2.805000171E-2,9.261000633E0,9.261043598E0
2.827256883E1,-2.295000106E-2,4.695000127E-2,9.280050278E0,9.280197420E0
2.827506514E1,-3.000000026E-3,2.805000171E-2,9.261000633E0,9.261043598E0
2.827756145E1,-2.295000106E-2,4.695000127E-2,9.280050278E0,9.280197420E0
2.828005776E1,-3.000000026E-3,2.805000171E-2,9.261000633E0,9.261043598E0
2.828255407E1,-2.295000106E-2,4.695000127E-2,9.280050278E0,9.280197420E0
2.828504930E1,-3.000000026E-3,2.805000171E-2,9.261000633E0,9.261043598E0
2.828754454E1,-2.295000106E-2,4.695000127E-2,9.280050278E0,9.280197420E0
2.829003988E1,-3.000000026E-3,2.805000171E-2,9.261000633E0,9.261043598E0
2.829253523E1,-2.295000106E-2,4.695000127E-2,9.280050278E0,9.280197420E0
2.829503061E1,-3.000000026E-3,2.805000171E-2,9.261000633E0,9.261043598E0
2.829752600E1,-2.295000106E-2,4.695000127E-2,9.280050278E0,9.280197420E0
2.830002139E1,-3.000000026E-3,2.805000171E-2,9.261000633E0,9.261043598E0
2.830251677E1,-2.295000106E-2,4.695000127E-2,9.280050278E0,9.280197420E0
2.830501200E1,-3.000000026E-3,2.805000171E-2,9.261000633E0,9.261043598E0
2.830750723E1,-2.295000106E-2,4.695000127E-2,9.280050278E0,9.280197420E0
2.831000235E1,-3.000000026E-3,2.805000171E-2,9.261000633E0,9.261043598E0
2.831249746E1,-2.295000106E-2,4.695000127E-2,9.280050278E0,9.280197420E0
2.831499469E1,-3.000000026E-3,2.805000171E-2,9.261000633E0,9.261043598E0
2.831749192E1,-2.295000106E-2,6.705000252E-2,9.280050278E0,9.280320876E0
2.831998895E1,-3.000000026E-3,4.695000127E-2,9.261000633E0,9.261120128E0
2.832248599E1,-2.295000106E-2,6.705000252E-2,9.280050278E0,9.280320876E0
2.832498261E1,-2.295000106E-2,4.695000127E-2,9.261000633E0,9.261148079E0
2.832747922E1,-4.200000316E-2,6.705000252E-2,9.280050278E0,9.280387538E0
2.832997567E1,-4.200000316E-2,4.695000127E-2,9.261000633E0,9.261214879E0
2.833247213E1,-6.105000153E-2,6.705000252E-2,9.280050278E0,9.280493304E0
2.833496751E1,-4.200000316E-2,4.695000127E-2,9.261000633E0,9.261214879E0
2.833746290E1,-6.105000153E-2,6.705000252E-2,9.280050278E0,9.280493304E0
2.833995967E1,-2.295000106E-2,4.695000127E-2,9.261000633E0,9.261148079E0
2.834245644E1,-4.200000316E-2,6.705000252E-2,9.280050278E0,9.280387538E0
2.834495156E1,-3.000000026E-3,4.695000127E-2,9.261000633E0,9.261120128E0
2.834744668E1,-2.295000106E-2,6.705000252E-2,9.280050278E0,9.280320876E0
2.834994187E1,-3.000000026E-3,4.695000127E-2,9.261000633E0,9.261120128E0
2.835243706E1,-2.295000106E-2,6.705000252E-2,9.280050278E0,9.280320876E0
2.835493306E1,-3.000000026E-3,4.695000127E-2,9.261000633E0,9.261120128E0
2.835742907E1,-2.295000106E-2,6.705000252E-2,9.280050278E0,9.280320876E0
2.835992411E1,-2.295000106E-2,4.695000127E-2,9.261000633E0,9.261148079E0
2.836241919E1,-4.200000316E-2,6.705000252E-2,9.280050278E0,9.280387538E0
2.836491534E1,-4.200000316E-2,4.695000127E-2,9.261000633E0,9.261214879E0
2.836741149E1,-6.105000153E-2,6.705000252E-2,9.280050278E0,9.280493304E0
2.836990549E1,-2.295000106E-2,4.695000127E-2,9.261000633E0,9.261148079E0
2.837239949E1,-4.200000316E-2,6.705000252E-2,9.280050278E0,9.280387538E0
2.837489661E1,-4.200000316E-2,4.695000127E-2,9.261000633E0,9.261214879E0
2.837739372E1,-6.105000153E-2,6.705000252E-2,9.280050278E0,9.280493304E0
2.837988738E1,-4.200000316E-2,4.695000127E-2,9.261000633E0,9.261214879E0
2.838238103E1,-6.105000153E-2,6.705000252E-2,9.280050278E0,9.280493304E0
2.838487692E1,-2.295000106E-2,4.695000127E-2,9.261000633E0,9.261148079E0
2.838737280E1,-4.200000316E-2,6.705000252E-2,9.280050278E0,9.280387538E0
2.838986774E1,-3.000000026E-3,4.695000127E-2,9.261000633E0,9.261120128E0
2.839236266E1,-2.295000106E-2,6.705000252E-2,9.280050278E0,9.280320876E0
2.839485805E1,-3.000000026E-3,4.695000127E-2,9.261000633E0,9.261120128E0
2.839735343E1,-2.295000106E-2,6.705000252E-2,9.280050278E0,9.280320876E0
2.839985066E1,-3.000000026E-3,4.695000127E-2,9.261000633E0,9.261120128E0
2.840234789E1,-2.295000106E-2,6.705000252E-2,9.280050278E0,9.280320876E0
2.840484307E1,-2.295000106E-2,4.695000127E-2,9.261000633E0,9.261148079E0
2.840733827E1,-4.200000316E-2,6.705000252E-2,9.280050278E0,9.280387538E0
2.840983508E1,-4.200000316E-2,4.695000127E-2,9.261000633E0,9.261214879E0
2.841233188E1,-6.105000153E-2,6.705000252E-2,9.280050278E0,9.280493304E0
2.841482773E1,-4.200000316E-2,4.695000127E-2,9.261000633E0,9.261214879E0
2.841732358E1,-6.105000153E-2,6.705000252E-2,9.280050278E0,9.280493304E0
2.841981922E1,-4.200000316E-2,4.695000127E-2,9.261000633E0,9.261214879E0
2.842231487E1,-6.105000153E-2,6.705000252E-2,9.280050278E0,9.280493304E0
2.842481060E1,-4.200000316E-2,4.695000127E-2,9.261000633E0,9.261214879E0
2.842730634E1,-6.105000153E-2,6.705000252E-2,9.280050278E0,9.280493304E0
2.842980187E1,-4.200000316E-2,4.695000127E-2,9.261000633E0,9.261214879E0
2.843229741E1,-6.105000153E-2,6.705000252E-2,9.280050278E0,9.280493304E0
2.843479399E1,-4.200000316E-2,4.695000127E-2,9.261000633E0,9.261214879E0
2.843729057E1,-6.105000153E-2,6.705000252E-2,9.280050278E0,9.280493304E0
2.843978642E1,-4.200000316E-2,4.695000127E-2,9.261000633E0,9.261214879E0
2.844228226E1,-6.105000153E-2,6.705000252E-2,9.280050278E0,9.280493304E0
2.844477903E1,-4.200000316E-2,4.695000127E-2,9.261000633E0,9.261214879E0
2.844727580E1,-6.105000153E-2,6.705000252E-2,9.280050278E0,9.280493304E0
2.844977040E1,-4.200000316E-2,4.695000127E-2,9.261000633E0,9.261214879E0
2.845226501E1,-6.105000153E-2,6.705000252E-2,9.280050278E0,9.280493304E0
2.845476024E1,-4.200000316E-2,4.695000127E-2,9.261000633E0,9.261214879E0
2.845725548E1,-6.105000153E-2,6.705000252E-2,9.280050278E0,9.280493304E0
2.845975290E1,-2.295000106E-2,6.705000252E-2,9.261000633E0,9.261271788E0
2.846225032E1,-4.200000316E-2,8.595000207E-2,9.280050278E0,9.280543333E0
2.846474520E1,-3.000000026E-3,8.595000207E-2,9.261000633E0,9.261399955E0
2.846724008E1,-2.295000106E-2,1.050000042E-1,9.280050278E0,9.280672651E0
2.846973612E1,-3.000000026E-3,8.595000207E-2,9.261000633E0,9.261399955E0
2.847223216E1,-2.295000106E-2,1.050000042E-1,9.280050278E0,9.280672651E0
2.847472797E1,-3.000000026E-3,8.595000207E-2,9.261000633E0,9.261399955E0
2.847722378E1,-2.295000106E-2,1.050000042E-1,9.280050278E0,9.280672651E0
2.847972024E1,-3.000000026E-3,8.595000207E-2,9.261000633E0,9.261399955E0
2.848221670E1,-2.295000106E-2,1.050000042E-1,9.280050278E0,9.280672651E0
2.848471316E1,-3.000000026E-3,8.595000207E-2,9.261000633E0,9.261399955E0
2.848720962E1,-2.295000106E-2,1.050000042E-1,9.280050278E0,9.280672651E0
2.848970474E1,-3.000000026E-3,8.595000207E-2,9.261000633E0,9.261399955E0
2.849219986E1,-2.295000106E-2,1.050000042E-1,9.280050278E0,9.280672651E0
2.849469521E1,-3.000000026E-3,8.595000207E-2,9.261000633E0,9.261399955E0
2.849719055E1,-2.295000106E-2,1.050000042E-1,9.280050278E0,9.280672651E0
2.849968736E1,-3.000000026E-3,8.595000207E-2,9.261000633E0,9.261399955E0
2.850218417E1,-2.295000106E-2,1.050000042E-1,9.280050278E0,9.280672651E0
2.850467843E1,-3.000000026E-3,8.595000207E-2,9.261000633E0,9.261399955E0
2.850717271E1,-2.295000106E-2,1.050000042E-1,9.280050278E0,9.280672651E0
2.850966762E1,-3.000000026E-3,8.595000207E-2,9.261000633E0,9.261399955E0
2.851216254E1,-2.295000106E-2,1.050000042E-1,9.280050278E0,9.280672651E0
2.851465843E1,-3.000000026E-3,8.595000207E-2,9.261000633E0,9.261399955E0
2.851715431E1,-2.295000106E-2,1.050000042E-1,9.280050278E0,9.280672651E0
2.851964970E1,-3.000000026E-3,8.595000207E-2,9.261000633E0,9.261399955E0
2.852214508E1,-2.295000106E-2,1.050000042E-1,9.280050278E0,9.280672651E0
2.852464291E1,-3.000000026E-3,8.595000207E-2,9.261000633E0,9.261399955E0
2.852714072E1,-2.295000106E-2,8.595000207E-2,9.280050278E0,9.280476672E0
2.852963829E1,-3.000000026E-3,6.705000252E-2,9.261000633E0,9.261243838E0
2.853213587E1,-2.295000106E-2,8.595000207E-2,9.280050278E0,9.280476672E0
2.853463152E1,-3.000000026E-3,6.705000252E-2,9.261000633E0,9.261243838E0
2.853712718E1,-2.295000106E-2,8.595000207E-2,9.280050278E0,9.280476672E0
2.853962151E1,-3.000000026E-3,6.705000252E-2,9.261000633E0,9.261243838E0
2.854211586E1,-2.295000106E-2,8.595000207E-2,9.280050278E0,9.280476672E0
2.854460970E1,-3.000000026E-3,6.705000252E-2,9.261000633E0,9.261243838E0
2.854710355E1,-2.295000106E-2,8.595000207E-2,9.280050278E0,9.280476672E0
2.854959782E1,-2.295000106E-2,6.705000252E-2,9.261000633E0,9.261271788E0
2.855209209E1,-4.200000316E-2,8.595000207E-2,9.280050278E0,9.280543333E0
2.855458838E1,-3.000000026E-3,6.705000252E-2,9.261000633E0,9.261243838E0
2.855708469E1,-2.295000106E-2,8.595000207E-2,9.280050278E0,9.280476672E0
2.855958177E1,-3.000000026E-3,6.705000252E-2,9.261000633E0,9.261243838E0
2.856207885E1,-2.295000106E-2,6.705000252E-2,9.280050278E0,9.280320876E0
2.856457608E1,-3.000000026E-3,4.695000127E-2,9.261000633E0,9.261120128E0
2.856707331E1,-2.295000106E-2,6.705000252E-2,9.280050278E0,9.280320876E0
2.856956962E1,-3.000000026E-3,4.695000127E-2,9.261000633E0,9.261120128E0
2.857206593E1,-2.295000106E-2,6.705000252E-2,9.280050278E0,9.280320876E0
2.857456300E1,-3.000000026E-3,4.695000127E-2,9.261000633E0,9.261120128E0
2.857706008E1,-2.295000106E-2,6.705000252E-2,9.280050278E0,9.280320876E0
2.857955716E1,-3.000000026E-3,4.695000127E-2,9.261000633E0,9.261120128E0
2.858205423E1,-2.295000106E-2,6.705000252E-2,9.280050278E0,9.280320876E0
2.858455166E1,-2.295000106E-2,4.695000127E-2,9.261000633E0,9.261148079E0
2.858704908E1,-4.200000316E-2,6.705000252E-2,9.280050278E0,9.280387538E0
2.858954600E1,-3.000000026E-3,4.695000127E-2,9.261000633E0,9.261120128E0
2.859204293E1,-2.295000106E-2,6.705000252E-2,9.280050278E0,9.280320876E0
2.859453889E1,-2.295000106E-2,4.695000127E-2,9.261000633E0,9.261148079E0
2.859703485E1,-4.200000316E-2,6.705000252E-2,9.280050278E0,9.280387538E0
2.859953023E1,-4.200000316E-2,4.695000127E-2,9.280050278E0,9.280264084E0
2.860202561E1,-6.105000153E-2,6.705000252E-2,9.298950195E0,9.299392321E0
2.860451946E1,-2.295000106E-2,4.695000127E-2,9.280050278E0,9.280197420E0
2.860701330E1,-4.200000316E-2,6.705000252E-2,9.298950195E0,9.299286770E0
2.860951177E1,-3.000000026E-3,4.695000127E-2,9.280050278E0,9.280169528E0
2.861201023E1,-2.295000106E-2,6.705000252E-2,9.298950195E0,9.299220244E0
2.861450627E1,-2.295000106E-2,4.695000127E-2,9.280050278E0,9.280197420E0
2.861700232E1,-4.200000316E-2,6.705000252E-2,9.298950195E0,9.299286770E0
2.861949939E1,-4.200000316E-2,4.695000127E-2,9.280050278E0,9.280264084E0
2.862199647E1,-6.105000153E-2,6.705000252E-2,9.298950195E0,9.299392321E0
2.862449212E1,-2.295000106E-2,4.695000127E-2,9.280050278E0,9.280197420E0
2.862698778E1,-4.200000316E-2,6.705000252E-2,9.298950195E0,9.299286770E0
2.862948238E1,-3.000000026E-3,4.695000127E-2,9.280050278E0,9.280169528E0
2.863197700E1,-2.295000106E-2,6.705000252E-2,9.298950195E0,9.299220244E0
2.863447319E1,-3.000000026E-3,4.695000127E-2,9.280050278E0,9.280169528E0
2.863696938E1,-2.295000106E-2,6.705000252E-2,9.298950195E0,9.299220244E0
2.863946461E1,-3.000000026E-3,4.695000127E-2,9.280050278E0,9.280169528E0
2.864195985E1,-2.295000106E-2,6.705000252E-2,9.298950195E0,9.299220244E0
2.864445614E1,-3.000000026E-3,4.695000127E-2,9.280050278E0,9.280169528E0
2.864695241E1,-2.295000106E-2,6.705000252E-2,9.298950195E0,9.299220244E0
2.864944918E1,-3.000000026E-3,4.695000127E-2,9.280050278E0,9.280169528E0
2.865194594E1,-2.295000106E-2,6.705000252E-2,9.298950195E0,9.299220244E0
2.865444291E1,-3.000000026E-3,4.695000127E-2,9.280050278E0,9.280169528E0
2.865693987E1,-2.295000106E-2,6.705000252E-2,9.298950195E0,9.299220244E0
2.865943648E1,-3.000000026E-3,4.695000127E-2,9.280050278E0,9.280169528E0
2.866193310E1,-2.295000106E-2,6.705000252E-2,9.298950195E0,9.299220244E0
2.866442818E1,-3.000000026E-3,4.695000127E-2,9.280050278E0,9.280169528E0
2.866692325E1,-2.295000106E-2,6.705000252E-2,9.298950195E0,9.299220244E0
2.866941845E1,-3.000000026E-3,4.695000127E-2,9.280050278E0,9.280169528E0
2.867191364E1,-2.295000106E-2,6.705000252E-2,9.298950195E0,9.299220244E0
2.867440948E1,-3.000000026E-3,4.695000127E-2,9.280050278E0,9.280169528E0
2.867690533E1,-2.295000106E-2,6.705000252E-2,9.298950195E0,9.299220244E0
2.867940231E1,-3.000000026E-3,4.695000127E-2,9.280050278E0,9.280169528E0
2.868189927E1,-2.295000106E-2,6.705000252E-2,9.298950195E0,9.299220244E0
2.868439616E1,-3.000000026E-3,4.695000127E-2,9.280050278E0,9.280169528E0
2.868689304E1,-2.295000106E-2,6.705000252E-2,9.298950195E0,9.299220244E0
2.868938904E1,-3.000000026E-3,4.695000127E-2,9.280050278E0,9.280169528E0
2.869188504E1,-2.295000106E-2,6.705000252E-2,9.298950195E0,9.299220244E0
2.869438078E1,-3.000000026E-3,4.695000127E-2,9.280050278E0,9.280169528E0
2.869687651E1,-2.295000106E-2,6.705000252E-2,9.298950195E0,9.299220244E0
2.869937328E1,-3.000000026E-3,4.695000127E-2,9.280050278E0,9.280169528E0
2.870187005E1,-2.295000106E-2,6.705000252E-2,9.298950195E0,9.299220244E0
2.870436604E1,-2.295000106E-2,4.695000127E-2,9.280050278E0,9.280197420E0
2.870686204E1,-4.200000316E-2,6.705000252E-2,9.298950195E0,9.299286770E0
2.870935800E1,-4.200000316E-2,4.695000127E-2,9.280050278E0,9.280264084E0
2.871185396E1,-6.105000153E-2,6.705000252E-2,9.298950195E0,9.299392321E0
2.871434934E1,-4.200000316E-2,4.695000127E-2,9.280050278E0,9.280264084E0
2.871684473E1,-6.105000153E-2,6.705000252E-2,9.298950195E0,9.299392321E0
2.871933979E1,-4.200000316E-2,4.695000127E-2,9.280050278E0,9.280264084E0
2.872183486E1,-6.105000153E-2,6.705000252E-2,9.298950195E0,9.299392321E0
2.872433056E1,-4.200000316E-2,4.695000127E-2,9.280050278E0,9.280264084E0
2.872682625E1,-6.105000153E-2,6.705000252E-2,9.298950195E0,9.299392321E0
2.872932302E1,-4.200000316E-2,4.695000127E-2,9.280050278E0,9.280264084E0
2.873181979E1,-6.105000153E-2,6.705000252E-2,9.298950195E0,9.299392321E0
2.873431579E1,-2.295000106E-2,4.695000127E-2,9.280050278E0,9.280197420E0
2.873681180E1,-4.200000316E-2,6.705000252E-2,9.298950195E0,9.299286770E0
2.873930687E1,-3.000000026E-3,4.695000127E-2,9.280050278E0,9.280169528E0
2.874180195E1,-2.295000106E-2,6.705000252E-2,9.298950195E0,9.299220244E0
2.874430072E1,-3.000000026E-3,4.695000127E-2,9.280050278E0,9.280169528E0
2.874679949E1,-2.295000106E-2,6.705000252E-2,9.298950195E0,9.299220244E0
2.874929550E1,-3.000000026E-3,4.695000127E-2,9.280050278E0,9.280169528E0
2.875179154E1,-2.295000106E-2,6.705000252E-2,9.298950195E0,9.299220244E0
2.875428754E1,-3.000000026E-3,4.695000127E-2,9.280050278E0,9.280169528E0
2.875678354E1,-2.295000106E-2,6.705000252E-2,9.298950195E0,9.299220244E0
2.875927985E1,-3.000000026E-3,4.695000127E-2,9.280050278E0,9.280169528E0
2.876177616E1,-2.295000106E-2,6.705000252E-2,9.298950195E0,9.299220244E0
2.876427263E1,-3.000000026E-3,4.695000127E-2,9.280050278E0,9.280169528E0
2.876676909E1,-2.295000106E-2,6.705000252E-2,9.298950195E0,9.299220244E0
2.876926705E1,-2.295000106E-2,4.695000127E-2,9.280050278E0,9.280197420E0
2.877176501E1,-4.200000316E-2,6.705000252E-2,9.298950195E0,9.299286770E0
2.877426117E1,-3.000000026E-3,4.695000127E-2,9.280050278E0,9.280169528E0
2.877675732E1,-2.295000106E-2,6.705000252E-2,9.298950195E0,9.299220244E0
2.877925444E1,-2.295000106E-2,4.695000127E-2,9.280050278E0,9.280197420E0
2.878175156E1,-4.200000316E-2,6.705000252E-2,9.298950195E0,9.299286770E0
2.878424659E1,-3.000000026E-3,4.695000127E-2,9.280050278E0,9.280169528E0
2.878674163E1,-2.295000106E-2,6.705000252E-2,9.298950195E0,9.299220244E0
2.878923671E1,-2.295000106E-2,4.695000127E-2,9.280050278E0,9.280197420E0
2.879173179E1,-4.200000316E-2,6.705000252E-2,9.298950195E0,9.299286770E0
2.879422677E1,-3.000000026E-3,4.695000127E-2,9.280050278E0,9.280169528E0
2.879672174E1,-2.295000106E-2,6.705000252E-2,9.298950195E0,9.299220244E0
2.879921820E1,-3.000000026E-3,4.695000127E-2,9.280050278E0,9.280169528E0
2.880171466E1,-2.295000106E-2,6.705000252E-2,9.298950195E0,9.299220244E0
2.880420973E1,-3.000000026E-3,4.695000127E-2,9.280050278E0,9.280169528E0
2.880670481E1,-2.295000106E-2,6.705000252E-2,9.298950195E0,9.299220244E0
2.880920051E1,-3.000000026E-3,4.695000127E-2,9.280050278E0,9.280169528E0
2.881169621E1,-2.295000106E-2,6.705000252E-2,9.298950195E0,9.299220244E0
2.881419282E1,-2.295000106E-2,4.695000127E-2,9.280050278E0,9.280197420E0
2.881668944E1,-4.200000316E-2,6.705000252E-2,9.298950195E0,9.299286770E0
2.881918524E1,-3.000000026E-3,4.695000127E-2,9.280050278E0,9.280169528E0
2.882168105E1,-2.295000106E-2,6.705000252E-2,9.298950195E0,9.299220244E0
2.882417876E1,-3.000000026E-3,4.695000127E-2,9.280050278E0,9.280169528E0
2.882667645E1,-2.295000106E-2,6.705000252E-2,9.298950195E0,9.299220244E0
2.882917310E1,-3.000000026E-3,4.695000127E-2,9.280050278E0,9.280169528E0
2.883166976E1,-2.295000106E-2,6.705000252E-2,9.298950195E0,9.299220244E0
2.883416525E1,-3.000000026E-3,4.695000127E-2,9.280050278E0,9.280169528E0
2.883666076E1,-2.295000106E-2,6.705000252E-2,9.298950195E0,9.299220244E0
2.883915752E1,-2.295000106E-2,4.695000127E-2,9.280050278E0,9.280197420E0
2.884165429E1,-4.200000316E-2,6.705000252E-2,9.298950195E0,9.299286770E0
2.884414890E1,-3.000000026E-3,4.695000127E-2,9.280050278E0,9.280169528E0
2.884664352E1,-2.295000106E-2,6.705000252E-2,9.298950195E0,9.299220244E0
2.884914044E1,-3.000000026E-3,4.695000127E-2,9.280050278E0,9.280169528E0
2.885163736E1,-2.295000106E-2,6.705000252E-2,9.298950195E0,9.299220244E0
2.885413371E1,-3.000000026E-3,4.695000127E-2,9.280050278E0,9.280169528E0
2.885663006E1,-2.295000106E-2,6.705000252E-2,9.298950195E0,9.299220244E0
2.885912652E1,-3.000000026E-3,4.695000127E-2,9.280050278E0,9.280169528E0
2.886162298E1,-2.295000106E-2,6.705000252E-2,9.298950195E0,9.299220244E0
2.886412016E1,-3.000000026E-3,4.695000127E-2,9.280050278E0,9.280169528E0
2.886661735E1,-2.295000106E-2,6.705000252E-2,9.298950195E0,9.299220244E0
2.886911277E1,-3.000000026E-3,4.695000127E-2,9.280050278E0,9.280169528E0
2.887160820E1,-2.295000106E-2,6.705000252E-2,9.298950195E0,9.299220244E0
2.887410383E1,-3.000000026E-3,4.695000127E-2,9.280050278E0,9.280169528E0
2.887659948E1,-2.295000106E-2,6.705000252E-2,9.298950195E0,9.299220244E0
2.887909595E1,-3.000000026E-3,4.695000127E-2,9.280050278E0,9.280169528E0
2.888159241E1,-2.295000106E-2,6.705000252E-2,9.298950195E0,9.299220244E0
2.888408841E1,-3.000000026E-3,4.695000127E-2,9.280050278E0,9.280169528E0
2.888658441E1,-2.295000106E-2,6.705000252E-2,9.298950195E0,9.299220244E0
2.888908076E1,-2.295000106E-2,4.695000127E-2,9.280050278E0,9.280197420E0
2.889157711E1,-4.200000316E-2,6.705000252E-2,9.298950195E0,9.299286770E0
2.889407372E1,-4.200000316E-2,4.695000127E-2,9.280050278E0,9.280264084E0
2.889657034E1,-6.105000153E-2,6.705000252E-2,9.298950195E0,9.299392321E0
2.889906660E1,-4.200000316E-2,4.695000127E-2,9.280050278E0,9.280264084E0
2.890156288E1,-6.105000153E-2,6.705000252E-2,9.298950195E0,9.299392321E0
2.890405861E1,-2.295000106E-2,4.695000127E-2,9.280050278E0,9.280197420E0
2.890655434E1,-4.200000316E-2,6.705000252E-2,9.298950195E0,9.299286770E0
2.890905003E1,-3.000000026E-3,4.695000127E-2,9.280050278E0,9.280169528E0
2.891154572E1,-2.295000106E-2,6.705000252E-2,9.298950195E0,9.299220244E0
2.891404280E1,-3.000000026E-3,4.695000127E-2,9.280050278E0,9.280169528E0
2.891653988E1,-2.295000106E-2,6.705000252E-2,9.298950195E0,9.299220244E0
2.891903496E1,-3.000000026E-3,4.695000127E-2,9.280050278E0,9.280169528E0
2.892153003E1,-2.295000106E-2,6.705000252E-2,9.298950195E0,9.299220244E0
2.892402680E1,-3.000000026E-3,4.695000127E-2,9.280050278E0,9.280169528E0
2.892652357E1,-2.295000106E-2,6.705000252E-2,9.298950195E0,9.299220244E0
2.892901991E1,-3.000000026E-3,4.695000127E-2,9.280050278E0,9.280169528E0
2.893151622E1,-2.295000106E-2,6.705000252E-2,9.298950195E0,9.299220244E0
2.893401345E1,-2.295000106E-2,4.695000127E-2,9.280050278E0,9.280197420E0
2.893651068E1,-4.200000316E-2,6.705000252E-2,9.298950195E0,9.299286770E0
2.893900776E1,-3.000000026E-3,4.695000127E-2,9.280050278E0,9.280169528E0
2.894150484E1,-2.295000106E-2,6.705000252E-2,9.298950195E0,9.299220244E0
2.894400297E1,-3.000000026E-3,4.695000127E-2,9.280050278E0,9.280169528E0
2.894650108E1,-2.295000106E-2,6.705000252E-2,9.298950195E0,9.299220244E0
2.894899804E1,-3.000000026E-3,4.695000127E-2,9.280050278E0,9.280169528E0
2.895149500E1,-2.295000106E-2,6.705000252E-2,9.298950195E0,9.299220244E0
2.895398989E1,-3.000000026E-3,4.695000127E-2,9.280050278E0,9.280169528E0
2.895648477E1,-2.295000106E-2,6.705000252E-2,9.298950195E0,9.299220244E0
2.895897880E1,-3.000000026E-3,4.695000127E-2,9.280050278E0,9.280169528E0
2.896147280E1,-2.295000106E-2,6.705000252E-2,9.298950195E0,9.299220244E0
2.896396834E1,-3.000000026E-3,4.695000127E-2,9.280050278E0,9.280169528E0
2.896646388E1,-2.295000106E-2,8.595000207E-2,9.298950195E0,9.299375723E0
2.896896049E1,-3.000000026E-3,6.705000252E-2,9.280050278E0,9.280292984E0
2.897145711E1,-2.295000106E-2,1.050000042E-1,9.298950195E0,9.299571304E0
2.897395281E1,-3.000000026E-3,8.595000207E-2,9.280050278E0,9.280448780E0
2.897644850E1,-2.295000106E-2,1.050000042E-1,9.298950195E0,9.299571304E0
2.897894500E1,-3.000000026E-3,8.595000207E-2,9.280050278E0,9.280448780E0
2.898144150E1,-2.295000106E-2,1.050000042E-1,9.298950195E0,9.299571304E0
2.898393836E1,-3.000000026E-3,8.595000207E-2,9.280050278E0,9.280448780E0
2.898643525E1,-2.295000106E-2,1.050000042E-1,9.298950195E0,9.299571304E0
2.898893344E1,-3.000000026E-3,8.595000207E-2,9.280050278E0,9.280448780E0
2.899143163E1,-2.295000106E-2,1.050000042E-1,9.298950195E0,9.299571304E0
2.899392775E1,-3.000000026E-3,8.595000207E-2,9.280050278E0,9.280448780E0
2.899642386E1,-2.295000106E-2,1.050000042E-1,9.298950195E0,9.299571304E0
2.899892022E1,-3.000000026E-3,8.595000207E-2,9.280050278E0,9.280448780E0
2.900141656E1,-2.295000106E-2,1.050000042E-1,9.298950195E0,9.299571304E0
2.900391118E1,-3.000000026E-3,8.595000207E-2,9.280050278E0,9.280448780E0
