"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.915114430E0,-2.295000106E-2,-7.369500399E-1,9.394950867E0,9.423838064E0
2.917586471E0,-3.000000026E-3,-7.560000420E-1,9.376049995E0,9.406479606E0
2.920058508E0,-2.295000106E-2,-7.369500399E-1,9.394950867E0,9.423838064E0
2.922530655E0,-3.000000026E-3,-7.369500399E-1,9.376049995E0,9.404967723E0
2.925002772E0,-2.295000106E-2,-6.990000606E-1,9.394950867E0,9.420946321E0
2.927470499E0,-3.000000026E-3,-7.180500627E-1,9.376049995E0,9.403505645E0
2.929938232E0,-2.295000106E-2,-6.790500283E-1,9.394950867E0,9.419487111E0
2.932404848E0,-3.000000026E-3,-6.790500283E-1,9.376049995E0,9.400608037E0
2.934871463E0,-2.295000106E-2,-6.409500241E-1,9.394950867E0,9.416817160E0
2.937340528E0,-3.000000026E-3,-6.600000262E-1,9.376049995E0,9.399251170E0
2.939809603E0,-2.295000106E-2,-6.409500241E-1,9.394950867E0,9.416817160E0
2.942280180E0,-3.000000026E-3,-6.600000262E-1,9.376049995E0,9.399251170E0
2.944750757E0,-2.295000106E-2,-6.409500241E-1,9.414000511E0,9.435822659E0
2.947216178E0,-3.000000026E-3,-6.600000262E-1,9.394950867E0,9.418105479E0
2.949681603E0,-2.295000106E-2,-6.409500241E-1,9.414000511E0,9.435822659E0
2.952147912E0,-3.000000026E-3,-6.600000262E-1,9.394950867E0,9.418105479E0
2.954614219E0,-2.295000106E-2,-6.409500241E-1,9.414000511E0,9.435822659E0
2.957084990E0,-3.000000026E-3,-6.600000262E-1,9.394950867E0,9.418105479E0
2.959555757E0,-2.295000106E-2,-6.409500241E-1,9.414000511E0,9.435822659E0
2.962022677E0,-3.000000026E-3,-6.600000262E-1,9.394950867E0,9.418105479E0
2.964489604E0,-2.295000106E-2,-6.409500241E-1,9.414000511E0,9.435822659E0
2.966957769E0,-3.000000026E-3,-6.790500283E-1,9.394950867E0,9.419459630E0
2.969425922E0,-2.295000106E-2,-6.790500283E-1,9.414000511E0,9.438487234E0
2.971891573E0,-3.000000026E-3,-6.990000606E-1,9.414000511E0,9.439916086E0
2.974357228E0,-2.295000106E-2,-6.790500283E-1,9.451950073E0,9.476338736E0
2.976826808E0,-2.295000106E-2,-6.990000606E-1,9.451950073E0,9.477789192E0
2.979296383E0,-4.200000316E-2,-6.790500283E-1,9.471000671E0,9.495405555E0
2.981765775E0,-4.200000316E-2,-6.990000606E-1,9.451950073E0,9.477854466E0
2.984235160E0,-6.105000153E-2,-6.790500283E-1,9.471000671E0,9.495508926E0
2.986704237E0,-2.295000106E-2,-6.990000606E-1,9.451950073E0,9.477789192E0
2.989173314E0,-4.200000316E-2,-6.790500283E-1,9.451950073E0,9.476404019E0
2.991639622E0,-4.200000316E-2,-6.990000606E-1,9.414000511E0,9.440009042E0
2.994105931E0,-6.105000153E-2,-6.790500283E-1,9.414000511E0,9.438656772E0
2.996576673E0,-2.295000106E-2,-7.180500627E-1,9.376049995E0,9.403533172E0
2.999047402E0,-4.200000316E-2,-6.990000606E-1,9.394950867E0,9.421011988E0
3.001515861E0,-3.000000026E-3,-7.180500627E-1,9.376049995E0,9.403505645E0
3.003984324E0,-2.295000106E-2,-6.990000606E-1,9.394950867E0,9.420946321E0
3.006452055E0,-3.000000026E-3,-7.180500627E-1,9.376049995E0,9.403505645E0
3.008919786E0,-2.295000106E-2,-6.990000606E-1,9.394950867E0,9.420946321E0
3.011389475E0,-3.000000026E-3,-7.180500627E-1,9.376049995E0,9.403505645E0
3.013859166E0,-2.295000106E-2,-6.990000606E-1,9.394950867E0,9.420946321E0
3.016330358E0,-3.000000026E-3,-7.180500627E-1,9.376049995E0,9.403505645E0
3.018801551E0,-2.295000106E-2,-6.990000606E-1,9.376049995E0,9.402097708E0
3.021270664E0,-3.000000026E-3,-7.180500627E-1,9.337050438E0,9.364620429E0
3.023739781E0,-2.295000106E-2,-6.990000606E-1,9.337050438E0,9.363206644E0
3.026208710E0,-2.295000106E-2,-7.180500627E-1,9.318000793E0,9.345654679E0
3.028677633E0,-4.200000316E-2,-6.990000606E-1,9.337050438E0,9.363272717E0
3.031147325E0,-3.000000026E-3,-7.180500627E-1,9.318000793E0,9.345626982E0
3.033617018E0,-2.295000106E-2,-6.990000606E-1,9.337050438E0,9.363206644E0
3.036084708E0,-3.000000026E-3,-7.180500627E-1,9.318000793E0,9.345626982E0
3.038552401E0,-2.295000106E-2,-6.790500283E-1,9.355950356E0,9.380588612E0
3.041022878E0,-3.000000026E-3,-6.790500283E-1,9.337050438E0,9.361710785E0
3.043493339E0,-2.295000106E-2,-6.600000262E-1,9.355950356E0,9.379228848E0
3.045962568E0,-3.000000026E-3,-6.790500283E-1,9.337050438E0,9.361710785E0
3.048431801E0,-2.295000106E-2,-6.600000262E-1,9.355950356E0,9.379228848E0
3.050899916E0,-3.000000026E-3,-6.790500283E-1,9.337050438E0,9.361710785E0
3.053368031E0,-2.295000106E-2,-6.600000262E-1,9.355950356E0,9.379228848E0
3.055835113E0,-3.000000026E-3,-6.790500283E-1,9.337050438E0,9.361710785E0
3.058302190E0,-2.295000106E-2,-6.600000262E-1,9.355950356E0,9.379228848E0
3.060771153E0,-3.000000026E-3,-6.790500283E-1,9.337050438E0,9.361710785E0
3.063240114E0,-2.295000106E-2,-6.600000262E-1,9.355950356E0,9.379228848E0
3.065707612E0,-3.000000026E-3,-6.790500283E-1,9.337050438E0,9.361710785E0
3.068175113E0,-2.295000106E-2,-6.600000262E-1,9.376049995E0,9.399278709E0
3.070644176E0,-3.000000026E-3,-6.790500283E-1,9.376049995E0,9.400608037E0
3.073113253E0,-2.295000106E-2,-6.600000262E-1,9.394950867E0,9.418132964E0
3.075583290E0,-3.000000026E-3,-6.790500283E-1,9.376049995E0,9.400608037E0
3.078053329E0,-2.295000106E-2,-6.600000262E-1,9.394950867E0,9.418132964E0
3.080520519E0,-3.000000026E-3,-6.790500283E-1,9.355950356E0,9.380561017E0
3.082987714E0,-2.295000106E-2,-6.600000262E-1,9.355950356E0,9.379228848E0
3.085455440E0,-3.000000026E-3,-6.790500283E-1,9.318000793E0,9.342711423E0
3.087923171E0,-2.295000106E-2,-6.600000262E-1,9.318000793E0,9.341373856E0
3.090391285E0,-3.000000026E-3,-6.790500283E-1,9.280050278E0,9.304861691E0
3.092859400E0,-2.295000106E-2,-6.600000262E-1,9.298950195E0,9.322371022E0
3.095327708E0,-3.000000026E-3,-6.790500283E-1,9.280050278E0,9.304861691E0
3.097796017E0,-2.295000106E-2,-6.600000262E-1,9.298950195E0,9.322371022E0
3.100264189E0,-3.000000026E-3,-6.790500283E-1,9.298950195E0,9.323711314E0
3.102732344E0,-2.295000106E-2,-6.600000262E-1,9.337050438E0,9.360375934E0
3.105199420E0,-3.000000026E-3,-6.790500283E-1,9.337050438E0,9.361710785E0
3.107666497E0,-2.295000106E-2,-6.600000262E-1,9.376049995E0,9.399278709E0
3.110136191E0,-3.000000026E-3,-6.790500283E-1,9.355950356E0,9.380561017E0
3.112605882E0,-2.295000106E-2,-6.600000262E-1,9.376049995E0,9.399278709E0
3.115075713E0,-3.000000026E-3,-6.790500283E-1,9.355950356E0,9.380561017E0
3.117545560E0,-2.295000106E-2,-6.600000262E-1,9.376049995E0,9.399278709E0
3.120010480E0,-3.000000026E-3,-6.790500283E-1,9.355950356E0,9.380561017E0
3.122475405E0,-3.000000026E-3,-6.790500283E-1,9.376049995E0,9.400608037E0
3.124939714E0,1.500000060E-2,-7.180500627E-1,9.355950356E0,9.383476325E0
3.127404021E0,-3.000000026E-3,-7.180500627E-1,9.376049995E0,9.403505645E0
3.129869422E0,1.500000060E-2,-7.560000420E-1,9.376049995E0,9.406491088E0
3.132334805E0,-3.000000026E-3,-7.560000420E-1,9.394950867E0,9.425319456E0
3.134800074E0,1.500000060E-2,-7.750500441E-1,9.376049995E0,9.408041299E0
3.137265345E0,-3.000000026E-3,-7.560000420E-1,9.394950867E0,9.425319456E0
3.139730383E0,1.500000060E-2,-7.750500441E-1,9.376049995E0,9.408041299E0
3.142195422E0,-3.000000026E-3,-7.560000420E-1,9.394950867E0,9.425319456E0
3.144660531E0,1.500000060E-2,-7.750500441E-1,9.376049995E0,9.408041299E0
3.147125646E0,-3.000000026E-3,-7.560000420E-1,9.376049995E0,9.406479606E0
3.149589337E0,1.500000060E-2,-7.750500441E-1,9.337050438E0,9.369174908E0
3.152053030E0,-3.000000026E-3,-7.560000420E-1,9.337050438E0,9.367606735E0
3.154518839E0,1.500000060E-2,-7.750500441E-1,9.298950195E0,9.331205833E0
3.156984646E0,-3.000000026E-3,-7.560000420E-1,9.298950195E0,9.329631279E0
3.159451809E0,1.500000060E-2,-7.750500441E-1,9.261000633E0,9.293387988E0
3.161919040E0,-3.000000026E-3,-7.560000420E-1,9.261000633E0,9.291807025E0
3.164384154E0,1.500000060E-2,-7.750500441E-1,9.241950035E0,9.274403917E0
3.166849271E0,-3.000000026E-3,-7.560000420E-1,9.261000633E0,9.291807025E0
3.169313887E0,1.500000060E-2,-7.750500441E-1,9.241950035E0,9.274403917E0
3.171778502E0,-3.000000026E-3,-7.560000420E-1,9.261000633E0,9.291807025E0
3.174243709E0,1.500000060E-2,-7.750500441E-1,9.241950035E0,9.274403917E0
3.176708902E0,-3.000000026E-3,-7.560000420E-1,9.261000633E0,9.291807025E0
3.179174171E0,-3.000000026E-3,-7.750500441E-1,9.241950035E0,9.274392272E0
3.181639440E0,-2.295000106E-2,-7.560000420E-1,9.261000633E0,9.291834883E0
3.184108980E0,-2.295000106E-2,-7.750500441E-1,9.241950035E0,9.274420183E0
3.186578517E0,-4.200000316E-2,-7.560000420E-1,9.261000633E0,9.291901463E0
3.189045745E0,-4.200000316E-2,-7.750500441E-1,9.261000633E0,9.293470789E0
3.191512978E0,-6.105000153E-2,-7.750500441E-1,9.280050278E0,9.312559414E0
3.193980979E0,-2.295000106E-2,-8.140500188E-1,9.261000633E0,9.296737969E0
3.196448978E0,-4.200000316E-2,-8.140500188E-1,9.280050278E0,9.315780944E0
3.198918671E0,-4.200000316E-2,-8.520000577E-1,9.261000633E0,9.300204343E0
3.201388364E0,-6.105000153E-2,-8.520000577E-1,9.280050278E0,9.319279176E0
3.203856342E0,-4.200000316E-2,-8.899500370E-1,9.280050278E0,9.322720001E0
3.206324343E0,-6.105000153E-2,-8.899500370E-1,9.318000793E0,9.360602382E0
3.208793229E0,-4.200000316E-2,-9.280500412E-1,9.318000793E0,9.364196691E0
3.211262112E0,-6.105000153E-2,-9.280500412E-1,9.355950356E0,9.402064190E0
3.213731189E0,-4.200000316E-2,-9.670500755E-1,9.355950356E0,9.405889480E0
3.216200266E0,-6.105000153E-2,-9.670500755E-1,9.394950867E0,9.444787702E0
3.218668771E0,-4.200000316E-2,-1.004999995E0,9.376049995E0,9.429851669E0
3.221137272E0,-6.105000153E-2,-1.004999995E0,9.394950867E0,9.448748800E0
3.223606156E0,-4.200000316E-2,-1.042950034E0,9.376049995E0,9.433971713E0
3.226075041E0,-6.105000153E-2,-1.042950034E0,9.394950867E0,9.452860607E0
3.228542154E0,-4.200000316E-2,-1.063050032E0,9.376049995E0,9.436214966E0
3.231009271E0,-6.105000153E-2,-1.042950034E0,9.394950867E0,9.452860607E0
3.233478518E0,-4.200000316E-2,-1.063050032E0,9.376049995E0,9.436214966E0
3.235947747E0,-6.105000153E-2,-1.042950034E0,9.394950867E0,9.452860607E0
3.238418055E0,-4.200000316E-2,-1.063050032E0,9.376049995E0,9.436214966E0
3.240888364E0,-6.105000153E-2,-1.042950034E0,9.414000511E0,9.471793785E0
3.243356477E0,-4.200000316E-2,-1.063050032E0,9.414000511E0,9.473924477E0
3.245824594E0,-6.105000153E-2,-1.042950034E0,9.451950073E0,9.509512714E0
3.248294431E0,-2.295000106E-2,-1.063050032E0,9.451950073E0,9.511569916E0
3.250764276E0,-4.200000316E-2,-1.042950034E0,9.471000671E0,9.528345213E0
3.253234160E0,-4.200000316E-2,-1.063050032E0,9.451950073E0,9.511634957E0
3.255704045E0,-6.105000153E-2,-1.042950034E0,9.471000671E0,9.528448226E0
3.258175122E0,-4.200000316E-2,-1.063050032E0,9.451950073E0,9.511634957E0
3.260646199E0,-6.105000153E-2,-1.042950034E0,9.471000671E0,9.528448226E0
3.263116348E0,-4.200000316E-2,-1.063050032E0,9.451950073E0,9.511634957E0
3.265586503E0,-6.105000153E-2,-1.042950034E0,9.471000671E0,9.528448226E0
3.268054463E0,-4.200000316E-2,-1.063050032E0,9.451950073E0,9.511634957E0
3.270522426E0,-6.105000153E-2,-1.042950034E0,9.471000671E0,9.528448226E0
3.272993043E0,-2.295000106E-2,-1.063050032E0,9.451950073E0,9.511569916E0
3.275463656E0,-4.200000316E-2,-1.042950034E0,9.471000671E0,9.528345213E0
3.277935839E0,-3.000000026E-3,-1.063050032E0,9.451950073E0,9.511542701E0
3.280407992E0,-2.295000106E-2,-1.042950034E0,9.471000671E0,9.528280285E0
3.282878029E0,-3.000000026E-3,-1.063050032E0,9.451950073E0,9.511542701E0
3.285348070E0,-2.295000106E-2,-1.024049997E0,9.471000671E0,9.526230042E0
3.287818955E0,-3.000000026E-3,-1.024049997E0,9.433050156E0,9.488473146E0
3.290289838E0,-2.295000106E-2,-9.859500527E-1,9.433050156E0,9.484464110E0
3.292759251E0,-3.000000026E-3,-9.859500527E-1,9.394950867E0,9.446544781E0
3.295228676E0,-2.295000106E-2,-9.670500755E-1,9.394950867E0,9.444618274E0
3.297696790E0,-3.000000026E-3,-9.859500527E-1,9.376049995E0,9.427747346E0
3.300164905E0,-2.295000106E-2,-9.480000734E-1,9.394950867E0,9.442686727E0
3.302632906E0,-3.000000026E-3,-9.670500755E-1,9.376049995E0,9.425789535E0
3.305100905E0,-2.295000106E-2,-9.280500412E-1,9.414000511E0,9.459662214E0
3.307568175E0,-3.000000026E-3,-9.480000734E-1,9.414000511E0,9.461612905E0
3.310035444E0,-2.295000106E-2,-9.280500412E-1,9.451950073E0,9.497429324E0
3.312506947E0,-3.000000026E-3,-9.480000734E-1,9.451950073E0,9.499372260E0
3.314978444E0,-2.295000106E-2,-9.280500412E-1,9.471000671E0,9.516388879E0
3.317448635E0,-3.000000026E-3,-9.480000734E-1,9.451950073E0,9.499372260E0
3.319918828E0,-2.295000106E-2,-9.280500412E-1,9.471000671E0,9.516388879E0
3.322388521E0,-2.295000106E-2,-9.480000734E-1,9.451950073E0,9.499399509E0
3.324858214E0,-4.200000316E-2,-9.280500412E-1,9.451950073E0,9.497494463E0
3.327329407E0,-3.000000026E-3,-9.480000734E-1,9.414000511E0,9.461612905E0
3.329800598E0,-2.295000106E-2,-9.280500412E-1,9.433050156E0,9.478620091E0
3.332270020E0,-3.000000026E-3,-9.480000734E-1,9.414000511E0,9.461612905E0
3.334739445E0,-2.295000106E-2,-9.280500412E-1,9.451950073E0,9.497429324E0
3.337209099E0,-3.000000026E-3,-9.480000734E-1,9.451950073E0,9.499372260E0
3.339678752E0,-2.295000106E-2,-9.480000734E-1,9.490950584E0,9.538206007E0
3.342150291E0,-3.000000026E-3,-9.670500755E-1,9.490950584E0,9.540091082E0
3.344621830E0,-2.295000106E-2,-9.670500755E-1,9.529050827E0,9.578022876E0
3.347090596E0,-3.000000026E-3,-9.859500527E-1,9.510000229E0,9.560973322E0
3.349559367E0,-2.295000106E-2,-9.670500755E-1,9.529050827E0,9.578022876E0
3.352029229E0,-3.000000026E-3,-1.004999995E0,9.490950584E0,9.544012625E0
3.354499074E0,-2.295000106E-2,-9.859500527E-1,9.471000671E0,9.522209719E0
3.356969382E0,-3.000000026E-3,-1.004999995E0,9.414000511E0,9.467493840E0
3.359439691E0,-2.295000106E-2,-9.859500527E-1,9.414000511E0,9.465517938E0
3.361912498E0,-2.295000106E-2,-1.004999995E0,9.376049995E0,9.429786064E0
3.364385305E0,-4.200000316E-2,-9.859500527E-1,9.376049995E0,9.427840422E0
3.366852518E0,-3.000000026E-3,-1.004999995E0,9.355950356E0,9.409773698E0
3.369319753E0,-2.295000106E-2,-9.859500527E-1,9.376049995E0,9.427774802E0
3.371790485E0,-3.000000026E-3,-1.004999995E0,9.376049995E0,9.429758613E0
3.374261214E0,-2.295000106E-2,-9.859500527E-1,9.414000511E0,9.465517938E0
3.376729558E0,-3.000000026E-3,-1.004999995E0,9.414000511E0,9.467493840E0
3.379197907E0,-2.295000106E-2,-9.859500527E-1,9.433050156E0,9.484464110E0
3.381665285E0,-2.295000106E-2,-1.004999995E0,9.414000511E0,9.467521181E0
3.384132670E0,-4.200000316E-2,-9.859500527E-1,9.414000511E0,9.465583296E0
3.386604364E0,-4.200000316E-2,-1.004999995E0,9.376049995E0,9.429851669E0
3.389076053E0,-6.105000153E-2,-9.859500527E-1,9.376049995E0,9.427944533E0
3.391546360E0,-4.200000316E-2,-1.004999995E0,9.337050438E0,9.391075544E0
3.394016669E0,-6.105000153E-2,-9.859500527E-1,9.355950356E0,9.407955764E0
3.396488055E0,-4.200000316E-2,-1.004999995E0,9.337050438E0,9.391075544E0
3.398959400E0,-6.105000153E-2,-9.859500527E-1,9.355950356E0,9.407955764E0
3.401431900E0,-4.200000316E-2,-1.004999995E0,9.355950356E0,9.409866952E0
3.403904401E0,-6.105000153E-2,-9.859500527E-1,9.414000511E0,9.465686992E0
3.406373744E0,-4.200000316E-2,-1.004999995E0,9.433050156E0,9.486528566E0
3.408843093E0,-6.105000153E-2,-9.859500527E-1,9.471000671E0,9.522377766E0
3.411313748E0,-4.200000316E-2,-1.004999995E0,9.451950073E0,9.505322150E0
3.413784401E0,-6.105000153E-2,-9.859500527E-1,9.471000671E0,9.522377766E0
3.416256670E0,-4.200000316E-2,-1.004999995E0,9.433050156E0,9.486528566E0
3.418728939E0,-6.105000153E-2,-9.859500527E-1,9.414000511E0,9.465686992E0
3.421198822E0,-2.295000106E-2,-1.004999995E0,9.355950356E0,9.409801207E0
3.423668709E0,-4.200000316E-2,-9.859500527E-1,9.337050438E0,9.389055990E0
3.426138997E0,-3.000000026E-3,-1.004999995E0,9.280050278E0,9.334311284E0
3.428609266E0,-2.295000106E-2,-9.859500527E-1,9.298950195E0,9.351101483E0
3.431076841E0,-3.000000026E-3,-1.024049997E0,9.280050278E0,9.336381556E0
3.433544420E0,-2.295000106E-2,-1.004999995E0,9.298950195E0,9.353129232E0
3.436013805E0,-3.000000026E-3,-1.042950034E0,9.298950195E0,9.357255394E0
3.438483188E0,-2.295000106E-2,-1.042950034E0,9.337050438E0,9.395146745E0
3.440954227E0,-2.295000106E-2,-1.063050032E0,9.337050438E0,9.397399265E0
3.443425266E0,-4.200000316E-2,-1.042950034E0,9.376049995E0,9.433971713E0
3.445896803E0,-4.200000316E-2,-1.063050032E0,9.355950356E0,9.416243753E0
3.448368342E0,-6.105000153E-2,-1.042950034E0,9.376049995E0,9.434075757E0
3.450837764E0,-4.200000316E-2,-1.063050032E0,9.355950356E0,9.416243753E0
3.453307189E0,-6.105000153E-2,-1.042950034E0,9.355950356E0,9.414100006E0
3.455774433E0,-4.200000316E-2,-1.063050032E0,9.337050438E0,9.397465097E0
3.458241664E0,-6.105000153E-2,-1.042950034E0,9.355950356E0,9.414100006E0
3.460708703E0,-4.200000316E-2,-1.063050032E0,9.337050438E0,9.397465097E0
3.463175742E0,-6.105000153E-2,-1.042950034E0,9.355950356E0,9.414100006E0
3.465643896E0,-2.295000106E-2,-1.063050032E0,9.355950356E0,9.416178053E0
3.468112049E0,-4.200000316E-2,-1.042950034E0,9.394950867E0,9.452756770E0
3.470582482E0,-3.000000026E-3,-1.063050032E0,9.414000511E0,9.473831854E0
3.473052943E0,-2.295000106E-2,-1.042950034E0,9.451950073E0,9.509344439E0
3.475519556E0,-3.000000026E-3,-1.063050032E0,9.451950073E0,9.511542701E0
3.477986175E0,-2.295000106E-2,-1.042950034E0,9.471000671E0,9.528280285E0
3.480454484E0,-3.000000026E-3,-1.063050032E0,9.451950073E0,9.511542701E0
3.482922789E0,-2.295000106E-2,-1.042950034E0,9.471000671E0,9.528280285E0
3.485389865E0,-3.000000026E-3,-1.063050032E0,9.451950073E0,9.511542701E0
3.487856944E0,-2.295000106E-2,-1.042950034E0,9.471000671E0,9.528280285E0
3.490326675E0,-3.000000026E-3,-1.063050032E0,9.451950073E0,9.511542701E0
3.492796404E0,-2.295000106E-2,-1.042950034E0,9.471000671E0,9.528280285E0
3.495262826E0,-2.295000106E-2,-1.063050032E0,9.471000671E0,9.530501340E0
3.497729251E0,-4.200000316E-2,-1.042950034E0,9.529050827E0,9.586048114E0
3.500197445E0,-4.200000316E-2,-1.063050032E0,9.547950745E0,9.607039231E0
3.502665636E0,-6.105000153E-2,-1.042950034E0,9.604950905E0,9.661602029E0
3.505135636E0,-4.200000316E-2,-1.063050032E0,9.625050545E0,9.683668590E0
3.507605635E0,-6.105000153E-2,-1.024049997E0,9.663000107E0,9.717302947E0
3.510072248E0,-2.295000106E-2,-1.042950034E0,9.663000107E0,9.719148242E0
3.512538867E0,-4.200000316E-2,-1.024049997E0,9.682050705E0,9.736146478E0
3.515008952E0,-3.000000026E-3,-1.042950034E0,9.663000107E0,9.719121608E0
3.517479065E0,-2.295000106E-2,-1.024049997E0,9.663000107E0,9.717138270E0
3.519947216E0,-3.000000026E-3,-1.042950034E0,9.625050545E0,9.681392036E0
3.522415371E0,-2.295000106E-2,-1.024049997E0,9.604950905E0,9.659414422E0
3.524883257E0,-3.000000026E-3,-1.042950034E0,9.547950745E0,9.604744515E0
3.527351142E0,-2.295000106E-2,-1.024049997E0,9.529050827E0,9.583945678E0
3.529819156E0,-3.000000026E-3,-1.042950034E0,9.471000671E0,9.528253119E0
3.532287155E0,-2.295000106E-2,-1.024049997E0,9.471000671E0,9.526230042E0
3.534753769E0,-3.000000026E-3,-1.024049997E0,9.433050156E0,9.488473146E0
3.537220386E0,-2.295000106E-2,-9.859500527E-1,9.414000511E0,9.465517938E0
3.539689310E0,-3.000000026E-3,-9.859500527E-1,9.376049995E0,9.427747346E0
3.542158233E0,-2.295000106E-2,-9.480000734E-1,9.376049995E0,9.423881597E0
3.544628363E0,-3.000000026E-3,-9.480000734E-1,9.337050438E0,9.385053224E0
3.547098478E0,-2.295000106E-2,-9.090000391E-1,9.337050438E0,9.381221597E0
3.549565591E0,-3.000000026E-3,-9.090000391E-1,9.298950195E0,9.343273773E0
3.552032708E0,-3.000000026E-3,-8.710500598E-1,9.298950195E0,9.339658021E0
3.554502056E0,1.500000060E-2,-8.710500598E-1,9.261000633E0,9.301886149E0
3.556971401E0,-3.000000026E-3,-8.329500556E-1,9.261000633E0,9.298384135E0
3.559441593E0,1.500000060E-2,-8.329500556E-1,9.241950035E0,9.279421924E0
3.561911786E0,-3.000000026E-3,-7.939500213E-1,9.261000633E0,9.294971671E0
3.564382362E0,1.500000060E-2,-7.939500213E-1,9.241950035E0,9.276002484E0
3.566852939E0,-3.000000026E-3,-7.560000420E-1,9.261000633E0,9.291807025E0
3.569322169E0,1.500000060E-2,-7.560000420E-1,9.222000122E0,9.252948034E0
3.571791402E0,-3.000000026E-3,-7.180500627E-1,9.241950035E0,9.269802875E0
3.574261127E0,1.500000060E-2,-7.180500627E-1,9.222000122E0,9.249924710E0
3.576730858E0,-3.000000026E-3,-6.790500283E-1,9.241950035E0,9.266863460E0
3.579201127E0,1.500000060E-2,-6.790500283E-1,9.222000122E0,9.246978977E0
3.581671396E0,-3.000000026E-3,-6.409500241E-1,9.241950035E0,9.264149523E0
3.584140933E0,-3.000000026E-3,-6.409500241E-1,9.222000122E0,9.244247519E0
3.586610472E0,-2.295000106E-2,-6.220500469E-1,9.241950035E0,9.262889043E0
3.589081089E0,-2.295000106E-2,-6.409500241E-1,9.222000122E0,9.244275520E0
3.591551704E0,-4.200000316E-2,-6.220500469E-1,9.241950035E0,9.262955830E0
3.594021588E0,-4.200000316E-2,-6.409500241E-1,9.222000122E0,9.244342442E0
3.596491473E0,-6.105000153E-2,-6.220500469E-1,9.241950035E0,9.263061795E0
3.598962243E0,-2.295000106E-2,-6.409500241E-1,9.222000122E0,9.244275520E0
3.601433012E0,-4.200000316E-2,-6.220500469E-1,9.241950035E0,9.262955830E0
3.603898561E0,-3.000000026E-3,-6.409500241E-1,9.241950035E0,9.264149523E0
3.606364102E0,-2.295000106E-2,-6.409500241E-1,9.280050278E0,9.302186667E0
3.608830719E0,-3.000000026E-3,-6.790500283E-1,9.280050278E0,9.304861691E0
3.611297334E0,-2.295000106E-2,-6.600000262E-1,9.318000793E0,9.341373856E0
3.613764063E0,-2.295000106E-2,-6.790500283E-1,9.318000793E0,9.342739129E0
3.616230794E0,-4.200000316E-2,-6.600000262E-1,9.337050438E0,9.360442026E0
3.618698068E0,-4.200000316E-2,-6.790500283E-1,9.318000793E0,9.342805346E0
3.621165339E0,-6.105000153E-2,-6.600000262E-1,9.337050438E0,9.360546887E0
3.623637648E0,-4.200000316E-2,-6.790500283E-1,9.318000793E0,9.342805346E0
3.626109953E0,-6.105000153E-2,-6.600000262E-1,9.337050438E0,9.360546887E0
3.628581490E0,-4.200000316E-2,-6.790500283E-1,9.318000793E0,9.342805346E0
3.631053031E0,-6.105000153E-2,-6.600000262E-1,9.337050438E0,9.360546887E0
3.633524690E0,-4.200000316E-2,-6.790500283E-1,9.318000793E0,9.342805346E0
3.635996343E0,-6.105000153E-2,-6.600000262E-1,9.337050438E0,9.360546887E0
3.638468843E0,-4.200000316E-2,-6.790500283E-1,9.318000793E0,9.342805346E0
3.640941344E0,-6.105000153E-2,-6.600000262E-1,9.337050438E0,9.360546887E0
3.643411033E0,-4.200000316E-2,-6.790500283E-1,9.318000793E0,9.342805346E0
3.645880728E0,-6.105000153E-2,-6.600000262E-1,9.337050438E0,9.360546887E0
3.648351652E0,-4.200000316E-2,-6.790500283E-1,9.298950195E0,9.323805429E0
3.650822575E0,-6.105000153E-2,-6.600000262E-1,9.298950195E0,9.322542672E0
3.653294228E0,-4.200000316E-2,-6.790500283E-1,9.241950035E0,9.266958152E0
3.655765881E0,-6.105000153E-2,-6.600000262E-1,9.241950035E0,9.265687648E0
3.658236034E0,-4.200000316E-2,-6.790500283E-1,9.202950478E0,9.228064284E0
3.660706189E0,-6.105000153E-2,-6.600000262E-1,9.202950478E0,9.226788424E0
3.663176054E0,-4.200000316E-2,-6.790500283E-1,9.184050560E0,9.209215907E0
3.665645939E0,-6.105000153E-2,-6.600000262E-1,9.202950478E0,9.226788424E0
3.668115439E0,-2.295000106E-2,-6.790500283E-1,9.184050560E0,9.209148730E0
3.670584938E0,-4.200000316E-2,-6.600000262E-1,9.202950478E0,9.226682043E0
3.673056632E0,-3.000000026E-3,-6.790500283E-1,9.184050560E0,9.209120622E0
3.675528323E0,-2.295000106E-2,-6.600000262E-1,9.202950478E0,9.226614993E0
3.677996990E0,-2.295000106E-2,-6.790500283E-1,9.184050560E0,9.209148730E0
3.680465647E0,-4.200000316E-2,-6.600000262E-1,9.202950478E0,9.226682043E0
3.682935493E0,-3.000000026E-3,-6.790500283E-1,9.184050560E0,9.209120622E0
3.685405338E0,-2.295000106E-2,-6.600000262E-1,9.202950478E0,9.226614993E0
3.687877031E0,-3.000000026E-3,-6.790500283E-1,9.184050560E0,9.209120622E0
3.690348724E0,-2.295000106E-2,-6.600000262E-1,9.202950478E0,9.226614993E0
3.692818360E0,-3.000000026E-3,-6.790500283E-1,9.202950478E0,9.227969193E0
3.695288015E0,-2.295000106E-2,-6.600000262E-1,9.241950035E0,9.265514945E0
3.697759401E0,-3.000000026E-3,-6.790500283E-1,9.261000633E0,9.285862947E0
3.700230784E0,-2.295000106E-2,-6.600000262E-1,9.318000793E0,9.341373856E0
